video_id,start,duration,text
u3gYBBO3Iro,0.0,7.08,सो व्हाट इज दिस शो दैट यू र डूइंग आई
u3gYBBO3Iro,1.88,8.08,कांट टॉक ए एडी डम कैन यू डिस्क्राइब इट
u3gYBBO3Iro,7.08,4.24,एज एन एग्जांपल ऑफ समथिंग अ डेरिवेटिव ऑफ
u3gYBBO3Iro,9.96,3.52,समथिंग
u3gYBBO3Iro,11.32,5.16,अ इट्स
u3gYBBO3Iro,13.48,6.0,अ आई फील लाइक मैं जो भी बोलूंगी ना मेरी
u3gYBBO3Iro,16.48,6.719,मार देंगे अ हम बता है क्या करेंगे इट्स अ
u3gYBBO3Iro,19.48,7.119,ग्रेट शो ओ थैंक गॉड यू सेड दैट एंड आई एम
u3gYBBO3Iro,23.199,7.32,देयर ओ शिट मेक्स इवन बेटर शो अच्छा ओके
u3gYBBO3Iro,26.599,6.441,वाओ या हार्ड सेल हां बज इट्स ग्रेट शो
u3gYBBO3Iro,30.519,4.56,एंड देन यू आर देयर सो देयर फोर वन मस्ट
u3gYBBO3Iro,33.04,4.64,टेक आउट द टाइम टू वाच इज इट अ रियलिटी शो
u3gYBBO3Iro,35.079,5.921,यस इटस अ रियलिटी शो इट गेम शो यस इट्स अ
u3gYBBO3Iro,37.68,6.199,गेम शो वेर ऑल ऑफ यू आर कंपटिंग अगस्ट हां
u3gYBBO3Iro,41.0,5.68,मेरे को जितने भी पैसे भरने पड़ेंगे ना आप
u3gYBBO3Iro,43.879,4.401,दोगे त ले लि उस एपिसोड का कोई का ड
u3gYBBO3Iro,46.68,3.519,रेवेन्यू आता है आप रखो मुझे नहीं चाहिए
u3gYBBO3Iro,48.28,3.84,तेरे ₹ का ही आता है मुझे तो बहुत कम ड
u3gYBBO3Iro,50.199,3.84,रेवेन्यू मिलता है और इनिशियली तो मेरी
u3gYBBO3Iro,52.12,3.959,सारी वीडियो डिमॉनेटाइज हो जाती है फिर
u3gYBBO3Iro,54.039,3.561,मैं उसे मैनुअल अपील पर डालती हूं पांच छ
u3gYBBO3Iro,56.079,4.761,दिन के बाद दे आर लाइक ओ वी फाउंड नथिंग
u3gYBBO3Iro,57.6,6.639,रंग विद इट ये लो हज कमालो आई यूज टू थिंक
u3gYBBO3Iro,60.84,5.4,दैट कि जो ये एड रब होता है ये चवन्नी
u3gYBBO3Iro,64.239,3.441,होता है बट एक्चुअली ट्स नॉट द केस तो भाई
u3gYBBO3Iro,66.24,2.96,मेरी ऑडियंस गरीब है अब क्या करूं फिर
u3gYBBO3Iro,67.68,3.36,इतना तेरी ऑडियंस तेरे को क्या लगता है
u3gYBBO3Iro,69.2,5.8,ज्यादातर लड़के लड़किया तेरे को पता होगा
u3gYBBO3Iro,71.04,3.96,डेटा लड़किया ही है तेरा
u3gYBBO3Iro,75.72,4.88,youtube0 पर लड़कियां है डम और
u3gYBBO3Iro,90.32,4.799,बिकॉज आई शेयर ऑलमोस्ट एवरीथिंग अबाउट माय
u3gYBBO3Iro,92.399,4.921,लाइफ सो डू दे सी यू एज अ फ्रेंड या और एन
u3gYBBO3Iro,95.119,4.761,ओल्डर सिस्टर और व बहुत ही फ्रैंक हो जाते
u3gYBBO3Iro,97.32,4.439,हैं मेरे से मिलने आते हैं तो पहला
u3gYBBO3Iro,99.88,3.599,क्वेश्चन उस दिन मैं एक अवार्ड में थी और
u3gYBBO3Iro,101.759,4.72,मेरे पास एक लड़की आई कि आई एम सच अ बिग
u3gYBBO3Iro,103.479,6.24,फैन ये वो तो बोला ओ माय गॉड थैंक यू बोती
u3gYBBO3Iro,106.479,6.28,आपकी आवाज को क्या हुआ तो मैंने बोला ये
u3gYBBO3Iro,109.719,7.04,बस मेरी आवाज है कहती व गेट वेल सून आई वा
u3gYBBO3Iro,112.759,6.68,लाक ये बस मेरी आवाज है बट नहीं उसके
u3gYBBO3Iro,116.759,5.0,अलावा लाइक ओ ब्रेकअप क्यों हो गया मेरा
u3gYBBO3Iro,119.439,4.96,आदमी भी ऐसा ही है मैं क्या कर मेरा मरद
u3gYBBO3Iro,121.759,4.801,भी तो ऐसा ही है ना बहन ऐसे मटका उठा के
u3gYBBO3Iro,124.399,4.441,दोनों जा रही है राजस्थान में मेरा मरद भी
u3gYBBO3Iro,126.56,2.28,मारता
u3gYBBO3Iro,128.959,8.601,है आई नेवर हर्ड वमन से मेरा
u3gYBBO3Iro,134.239,3.321,आदमी मेरा
u3gYBBO3Iro,138.959,6.401,आदमी आईम ग ू रेजिस्ट द टू क्रैक जोक्स यर
u3gYBBO3Iro,141.879,5.681,हा बट ओके सो दे टेल यू अबाउट लाइक लाइक
u3gYBBO3Iro,145.36,4.239,देयर ब्रेकअप्स एज वेल या या देर ब्रेक
u3gYBBO3Iro,147.56,4.399,अपस व्हाट इ हैपनिंग उनकी बेस्ट फ्रेंड ने
u3gYBBO3Iro,149.599,4.681,उन साथ क्या किया लाइक एवरी टाइम आई सी
u3gYBBO3Iro,151.959,5.36,समबीत पे चलते हुए इट्स अ 10 मिनट
u3gYBBO3Iro,154.28,4.92,कन्वर्सेशन या दैट कांट बी इजी या नो इट्स
u3gYBBO3Iro,157.319,5.161,नॉट आई सॉ यू र रिसेंटली रेस्पॉन्डिंग टू
u3gYBBO3Iro,159.2,5.28,अ कपल ऑफ गाइ हा हा बट आई लव इट लाइक अगर
u3gYBBO3Iro,162.48,3.64,माय माय इशू इज नॉट कि तू मुझे गाली दे
u3gYBBO3Iro,164.48,5.479,रहा है ब अगर ू मुझे गाली दे रहा है तो तू
u3gYBBO3Iro,166.12,8.119,भी चार सुन ना हां और हॉट है तो गाली
u3gYBBO3Iro,169.959,6.801,दे अच्छा अगर लड़का हॉट है तो गाली दे हां
u3gYBBO3Iro,174.239,4.36,एक बार देख भाई बंदर जैसी शक्ल के साथ तू
u3gYBBO3Iro,176.76,3.399,मुझे बंदर क्यों बोल रहा है मतलब तेरे को
u3gYBBO3Iro,178.599,3.481,लगता है हॉट लड़के गाली देंगे थोड़ी लेकिन
u3gYBBO3Iro,180.159,3.401,हॉट लड़के तो दे विल स्लाइड इनटू योर डीएम
u3gYBBO3Iro,182.08,3.239,हॉट गाय अप्रोच इज वेरी डिफरेंट ू दिस
u3gYBBO3Iro,183.56,4.56,काइंड ऑफ शेट दे इज नो हॉट गाइ हेटिंगर द
u3gYBBO3Iro,185.319,5.48,इंटरनेट हैव यू एवर फाउंड अ हॉट गाय
u3gYBBO3Iro,188.12,4.679,हैटिंग ही इज इंस्टेंट अन हॉट इफ ही
u3gYBBO3Iro,190.799,4.321,स्टार्टस इफ ही केर्स अबाउट इफ ही गोज आउट
u3gYBBO3Iro,192.799,4.561,ऑफ हिज वे टू केयर अबाउट यू द होल थिंग द
u3gYBBO3Iro,195.12,3.96,होल स्पील ऑफ बीइंग हॉट इज आई डोंट केयर
u3gYBBO3Iro,197.36,4.4,या यही तो होता है ना हॉट की ओ आई डोंट
u3gYBBO3Iro,199.08,3.719,इवन केयर दैट्ची वर्जन सो यू नेवर फाइंड अ
